-1.4518,-0.8053,-1.5766,-1.3762,-2.0287,-1.1929,-1.7139,-1.1212,-1.5298
-1.4518,-1.0463,-1.7195,-1.2641,-2.0287,-1.2408,-1.7369,-0.96977,-1.5798
-1.483,-1.2317,-1.7433,-1.3388,-2.0079,-1.2408,-1.7369,-0.87892,-1.5798
-1.4362,-1.3059,-1.8147,-1.2267,-2.0495,-1.4163,-1.668,-0.72749,-1.5798
-1.3581,-1.38,-1.7195,-1.3762,-1.9663,-1.4322,-1.5763,-0.66692,-1.6132
-1.3113,-1.4542,-1.2908,-1.0398,-1.9663,-1.512,-1.2092,-0.45493,-1.6799
-1.483,-1.4171,-1.2432,-1.1146,-1.9246,-1.4801,-0.70455,-0.36408,-1.6799
-1.5611,-1.4727,-1.267,-1.563,-2.0703,-1.4163,-0.085165,-0.21265,-1.5965
-1.6079,-1.584,-1.1003,-1.6377,-2.0079,-1.4163,0.71774,-0.061232,-1.6632
-1.6392,-1.5469,-1.0288,-1.6751,-1.6541,-1.3684,1.3142,-0.030947,-1.6465
-1.6236,-1.4913,-0.21915,-1.5256,-1.3419,-1.161,0.32776,1.0593,-1.6132
-1.6236,-0.87946,0.63817,-1.4135,-0.23876,-0.76214,-0.72749,1.4227,-1.5965
-1.5143,-0.21202,0.20951,-1.1893,0.86436,-0.44306,0.075416,-0.18237,-1.5465
-1.4362,0.14024,-1.1241,-1.0398,-0.0098083,0.54609,0.28188,-0.78806,-1.4465
-1.2176,0.17732,-1.1003,-0.66616,-0.73828,1.4076,0.25894,-0.24294,-0.61291
-1.2488,-0.76822,-0.83833,0.0064694,-0.40526,0.019603,0.052476,-0.15209,-0.42953
-1.0614,-0.37888,-0.43348,0.11857,0.30239,-0.37925,0.098356,-0.18237,-0.51289
-0.49927,0.91893,-0.26678,0.0064694,1.0725,0.25891,0.44246,-0.030947,-0.62959
0.25025,1.2527,-0.12389,0.6791,1.5096,0.46632,0.5801,0.33247,-0.82964
0.87485,1.2156,-0.076266,0.94068,2.1132,-0.13994,0.64892,0.39304,-0.47955
1.1247,1.4381,-0.12389,0.79121,1.3223,-0.45902,0.64892,0.029622,-0.49622
0.64063,1.0116,-0.17152,0.6791,0.71866,0.067466,0.44246,-0.00066248,-0.31283
0.34394,1.3824,-0.26678,0.0064694,0.65622,0.89707,0.37364,-0.18237,-0.59624
0.46886,1.7903,-0.43348,-0.10564,0.65622,0.68967,0.39658,-0.24294,-0.52956
0.54694,1.0858,-0.43348,-0.18037,0.69785,0.25891,0.41952,-0.21265,-0.59624
0.56255,-0.36034,-0.40967,-0.143,0.65622,-0.10803,0.39658,-0.21265,-1.063
0.51571,0.49251,-0.43348,-0.068268,0.61459,-0.23566,0.32776,-0.18237,-0.046096
0.46886,0.45543,-0.43348,-0.143,0.63541,-0.17184,0.37364,-0.27322,0.053931
0.48448,0.49251,-0.36204,-0.143,0.65622,-0.17184,0.41952,-0.24294,-0.012753
-0.077665,-0.7126,-0.40967,-0.10564,0.61459,-0.20375,0.3507,-0.18237,-0.079438
-1.1707,-1.5098,-0.38585,-0.21774,0.57297,-0.17184,0.41952,-0.18237,-0.096109
-1.3581,-1.4727,-0.38585,-0.21774,0.61459,-0.20375,0.44246,-0.18237,-0.12945
-1.4206,-1.4913,-0.43348,-0.25511,0.59378,-0.52283,0.37364,-0.21265,-0.17946
-1.4518,-1.5284,-0.43348,-0.25511,0.57297,-0.71428,-0.38339,-0.24294,-0.16279
-1.4986,-1.5284,-0.43348,-0.32985,0.51053,-1.0015,-1.301,-0.21265,-0.19614
-1.5143,-1.5654,-0.43348,-0.32985,0.4689,-1.3205,-1.5075,-0.21265,-0.22948
-1.483,-1.5469,-0.4573,-0.36722,0.4689,-1.6077,-1.6222,-0.24294,-0.26282
-1.4674,-1.5654,-0.40967,-0.36722,0.51053,-1.7034,-1.301,-0.21265,-0.34618
-1.5299,-1.6025,-0.43348,-0.21774,0.42727,-1.7513,0.0065953,-0.18237,-0.96301
-1.6079,-1.6025,-0.40967,-0.36722,0.21914,-1.7034,1.7042,-0.21265,-1.6965
-1.4674,0.066084,-1.6242,-1.3388,-1.7165,-0.7781,-1.7598,-1.6057,-1.2464
-1.3893,0.010464,-1.5528,-1.3762,-1.6541,-0.74619,-1.7598,-1.636,-1.2131
-1.3581,-0.30472,-1.4575,-1.3014,-1.6541,-0.90573,-1.7369,-1.6057,-1.1964
-1.2488,-0.56428,-1.4813,-1.4135,-1.6957,-1.0653,-1.7369,-1.636,-1.3631
-1.3425,-0.69406,-1.5528,-1.1893,-1.8206,-1.0812,-1.7139,-1.6663,-1.4631
-1.3113,-0.82384,-1.6718,-0.7409,-1.883,-1.0493,-1.7369,-1.636,-1.4298
-1.483,-0.84238,-1.7195,-1.3388,-2.0079,-0.84191,-1.7369,-1.5149,-1.3798
-1.5143,-0.93508,-1.6956,-1.6004,-2.0912,-0.58665,-1.3698,-1.2726,-1.4798
-1.5923,-1.0278,-1.7433,-1.6377,-2.0912,-0.5707,-0.54397,-1.0909,-1.4298
-1.5923,-1.0649,-1.7909,-1.5256,-2.0287,-0.69833,0.075416,-0.66692,-1.3298
-1.5923,-1.139,-1.6718,-1.563,-1.9455,-0.85787,0.71774,-0.061232,-1.2964
-1.4986,-1.1019,-0.24297,-1.3388,-1.7998,-1.0334,0.098356,1.1804,-1.013
-1.3893,-1.1205,0.90013,-1.3014,-1.1754,-0.96955,0.78656,0.90788,-0.54623
-1.2956,-0.63844,-0.55255,-0.96511,-1.1129,-0.74619,1.0848,-0.18237,-0.062767
-1.2644,0.10316,-0.81451,-0.81564,-1.3211,-0.17184,-0.33751,0.12048,0.27066
-1.3425,0.19586,-0.2906,-0.77827,-0.96723,0.25891,-0.72749,0.15076,0.38735
-1.3737,0.65937,-0.14771,-1.0398,-0.25957,0.1951,-0.63573,-0.75778,0.40403
-1.3113,0.86331,-0.12389,-1.1146,0.90598,0.32273,0.37364,-0.84863,0.28733
-0.78034,0.73353,0.090435,-0.66616,2.0091,-0.37925,0.9242,-0.66692,0.15396
0.28148,0.60375,0.37621,0.23068,2.3629,-0.93764,0.85538,-0.061232,-0.012753
0.87485,0.36273,0.28095,0.86595,1.8218,-0.9855,1.9106,0.15076,-0.19614
0.50009,0.30711,0.40002,1.0902,1.0517,-0.76214,1.5206,0.029622,-0.49622
0.23464,0.91893,0.66198,0.75384,0.59378,0.41845,0.64892,0.39304,-0.86298
0.20341,1.1043,0.25714,-0.10564,0.67703,1.264,0.39658,-0.00066248,-1.0464
0.53132,0.047544,-0.14771,-0.143,0.65622,0.37059,0.39658,-0.18237,-1.1631
0.56255,-0.0080765,-0.36204,-0.143,0.65622,-0.34734,0.39658,-0.18237,-1.013
0.54694,0.47397,-0.40967,-0.030899,0.61459,-0.3952,0.39658,-0.15209,-0.34618
0.4064,0.52959,-0.38585,-0.10564,0.61459,-0.20375,0.37364,-0.21265,-0.046096
-0.077665,-0.026617,-0.38585,-0.143,0.65622,-0.1878,0.3507,-0.21265,-0.046096
-0.98334,-1.5098,-0.40967,-0.143,0.57297,-0.17184,0.37364,-0.21265,-0.079438
-1.3893,-1.5469,-0.40967,-0.21774,0.57297,-0.13994,0.3507,-0.24294,-0.096109
-1.4206,-1.5654,-0.38585,-0.25511,0.63541,-0.37925,0.4654,-0.24294,-0.12945
-1.483,-1.5654,-0.38585,-0.25511,0.57297,-0.74619,-0.31457,-0.21265,-0.14612
-1.5299,-1.584,-0.38585,-0.25511,0.51053,-1.1291,-1.3928,-0.24294,-0.16279
-1.5143,-1.5469,-0.38585,-0.29248,0.51053,-1.5758,-1.6222,-0.18237,-0.16279
-1.483,-1.5469,-0.40967,-0.29248,0.59378,-1.7353,-1.4616,-0.21265,-0.22948
-1.5299,-1.5654,-0.43348,-0.29248,0.55215,-1.7672,0.1213,-0.24294,-0.22948
